Dataset_Number,File_Name,LTER_SITE,Sub_Site,Sub_Site_2,Treatment,Treatment 2,Date,Nitrification,Mineralization,Total Soil C,Total soil C (%),Total soil N (%),Total SoilN,Soil Organic Matter,Change_NH4,Change_NO3,Initial_NH4,Final_NH4,Initial_NO3,Final_NO3,Net Nitrification,Net mineralization,T0 collection date,T30 extraction date,N min Lab,N min Field,Nit Field,CO2 Treatment,Nitrogen Treatment,labile c
42,HB_2,Hubbard Brook,,LY3-3,W1,,7/21/02,19.76,23.7,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-3,W1,,7/21/02,5.31,6.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-3,W1,,7/21/02,1.52,1.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,7/21/02,8.08,8.27,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,7/21/02,4.08,3.98,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,7/21/02,1.38,1.68,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,7/21/02,7.63,8.6,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,7/21/02,2.24,2.68,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,7/21/02,1.42,1.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,7/21/02,4.25,4.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,7/21/02,3.77,1.63,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,7/21/02,0.29,0.36,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,7/21/02,8.19,7.56,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,7/21/02,4.43,2.99,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,7/21/02,0.58,0.34,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,7/21/02,4.34,4.39,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,7/21/02,3.22,2.6,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,7/21/02,1.57,1.43,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,7/21/02,5.06,7.08,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,7/21/02,4.06,4.25,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,7/21/02,0.68,-0.01,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,7/21/02,5.02,7.8,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,7/21/02,1.5,0.72,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,7/21/02,0.74,0.45,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,7/21/02,4.56,4.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,7/21/02,2.21,1.75,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,7/21/02,0.58,0.38,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,7/21/02,6.22,6.3,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,7/21/02,3.38,3.11,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,7/21/02,2.04,1.82,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,7/21/02,4.68,5.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,7/21/02,3.88,3.26,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,7/21/02,0.81,0.43,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,7/21/02,7.31,11.13,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,7/21/02,4.68,4.12,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,7/21/02,1.3,0.98,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,7/21/02,8.49,9.59,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,7/21/02,2.93,2.4,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,7/21/02,1.08,0.69,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,7/21/02,4.56,7.5,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,7/21/02,-9999,-9999,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,7/21/02,1.43,1.64,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,7/21/02,0.07,5.49,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,7/21/02,0.32,5.39,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,7/21/02,0.67,1.82,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,7/21/02,4.15,10.18,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,7/21/02,9.94,15.2,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,7/21/02,1.75,3,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,7/21/02,0.31,7.68,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,7/21/02,0.14,6.9,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,7/21/02,0.18,1.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,7/21/02,2.85,9.67,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,7/21/02,6.1,8.09,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,7/21/02,1.06,1.24,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,7/22/02,6.22,22.58,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,7/22/02,7.25,9,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,7/22/02,2.13,2.15,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,7/22/02,15.68,22.25,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,7/22/02,13.74,22.41,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,7/22/02,5.06,5.95,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,7/22/02,3.7,-8.65,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,7/22/02,3.18,24.55,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,7/22/02,10.89,12.15,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,7/22/02,4.44,-7.16,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,7/22/02,-0.69,1.55,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,7/22/02,3.59,4.21,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,7/22/02,3.51,-7.09,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,7/22/02,1.04,15.49,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,7/22/02,6.17,6.77,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,7/22/02,0.11,12.47,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,7/22/02,0.06,3.24,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,7/22/02,0.21,0.47,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,7/22/02,0.06,7.21,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,7/22/02,0.06,1.84,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,7/22/02,0.04,0.55,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,7/22/02,5.12,23.86,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,7/22/02,9.23,7.43,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,7/22/02,1.18,1.36,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT172,BearBrook,,7/22/02,0.67,16.13,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT172,BearBrook,,7/22/02,1.51,4.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT172,BearBrook,,7/22/02,0.38,0.71,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT174,BearBrook,,7/22/02,2.87,17.63,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT174,BearBrook,,7/22/02,4.19,8.12,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT174,BearBrook,,7/22/02,1.15,1.42,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT142,BearBrook,,7/22/02,1.79,-6.48,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT142,BearBrook,,7/22/02,4.97,15.87,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT142,BearBrook,,7/22/02,6.23,7.6,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT144,BearBrook,,7/22/02,1.81,-6.14,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT144,BearBrook,,7/22/02,8.47,18.43,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT144,BearBrook,,7/22/02,7.16,7.57,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT147,BearBrook,,7/22/02,1.95,-2.86,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT147,BearBrook,,7/22/02,1.94,2.44,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT147,BearBrook,,7/22/02,4.39,4.24,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT152,BearBrook,,7/22/02,2.33,-4.95,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT152,BearBrook,,7/22/02,-9999,-9999,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT152,BearBrook,,7/22/02,0.48,0,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT154,BearBrook,,7/22/02,7.58,21.02,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT154,BearBrook,,7/22/02,3.19,3.46,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT154,BearBrook,,7/22/02,0.97,1.07,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-1,BearBrook,,7/22/02,1.18,16.2,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-1,BearBrook,,7/22/02,1.87,8.96,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-1,BearBrook,,7/22/02,1.55,2.53,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-2,BearBrook,,7/22/02,0.58,17.65,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-2,BearBrook,,7/22/02,1.57,5.42,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-2,BearBrook,,7/22/02,0.86,1.36,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-3,BearBrook,,7/22/02,0.06,12.66,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-3,BearBrook,,7/22/02,-9999,-9999,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-3,BearBrook,,7/22/02,0.16,0.1,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-4,BearBrook,,7/22/02,0.05,12.96,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-4,BearBrook,,7/22/02,0.08,5.22,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-4,BearBrook,,7/22/02,0.16,0.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-5,BearBrook,,7/22/02,1.14,10.38,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-5,BearBrook,,7/22/02,5.5,8.47,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,SF-5,BearBrook,,7/22/02,1.35,1.56,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-1,W1,,10/18/02,-0.71,-13.09,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-1,W1,,10/18/02,9.62,16.12,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-1,W1,,10/18/02,1.69,1.95,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-2,W1,,10/18/02,1.06,-0.53,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-2,W1,,10/18/02,1.33,2.88,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-2,W1,,10/18/02,0.75,0.7,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-3,W1,,10/18/02,-0.22,-2.87,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-3,W1,,10/18/02,3.71,4.39,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-3,W1,,10/18/02,1.47,1.53,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,10/18/02,1,-3.65,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,10/18/02,4.37,5.8,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-4,W1,,10/18/02,2.45,2.52,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,10/18/02,1.72,-0.73,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,10/18/02,2.27,3.44,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY3-5,W1,,10/18/02,0.73,0.72,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,10/18/02,1.11,1.14,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,10/18/02,2.01,2.45,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-1,W1,,10/18/02,0.55,0.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,10/18/02,-0.56,-0.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,10/18/02,2.61,3.45,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-2,W1,,10/18/02,1.54,1.77,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,10/18/02,0.88,0.87,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,10/18/02,1.12,1.4,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-3,W1,,10/18/02,0.99,1.01,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,10/18/02,1.04,0.97,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,10/18/02,0.7,2.51,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-4,W1,,10/18/02,0.23,0.49,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,10/18/02,0.08,-2.09,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,10/18/02,3.12,4.27,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY6-5,W1,,10/18/02,0.47,0.55,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,10/18/02,0.94,-11.21,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,10/18/02,2.44,4.83,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-1,W1,,10/18/02,1.13,1.31,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,10/18/02,-0.03,-0.04,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,10/18/02,2.91,2.1,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-2,W1,,10/18/02,1.11,1.14,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,10/18/02,0.17,0.14,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,10/18/02,1.32,1,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-3,W1,,10/18/02,0.48,0.52,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,10/18/02,0.17,0.19,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,10/18/02,0.98,-0.65,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-4,W1,,10/18/02,0.51,0.48,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,10/18/02,-0.82,-0.73,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,10/18/02,4.96,2.9,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY4-5,W1,,10/18/02,0.95,0.98,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,10/18/02,1.56,0.13,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,10/18/02,-9999,-9999,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-1,W1,,10/18/02,2.14,2.12,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,10/18/02,1.93,-1.22,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,10/18/02,-0.07,1.7,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-2,W1,,10/18/02,-0.05,0.72,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,10/18/02,-0.07,-4.77,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,10/18/02,-0.24,50.19,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-3,W1,,10/18/02,3.61,7.74,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,10/18/02,0.72,-19.76,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,10/18/02,-0.05,5.44,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-4,W1,,10/18/02,0.04,0.9,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,10/18/02,0.37,-4.18,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,10/18/02,0.98,4.81,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LY2-5,W1,,10/18/02,0.83,1.55,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,10/17/02,5.27,15.04,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,10/17/02,0.76,0.86,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT104,BearBrook,,10/17/02,0.32,0.26,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,10/17/02,4.5,6.87,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,10/17/02,1.33,1.18,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT107,BearBrook,,10/17/02,0.61,0.88,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,10/17/02,4.93,13.83,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,10/17/02,1.37,2.35,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT110,BearBrook,,10/17/02,0.45,0.76,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,10/17/02,5.05,11.37,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,10/17/02,1.53,2.04,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT114,BearBrook,,10/17/02,0.43,0.44,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,10/17/02,3.38,8.13,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,10/17/02,1.79,2.03,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT115,BearBrook,,10/17/02,0.53,0.54,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,10/17/02,-0.02,-0.02,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,10/17/02,0.09,0.51,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT162,BearBrook,,10/17/02,0.1,0.04,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,10/17/02,-0.05,5.19,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,10/17/02,-0.04,1.75,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT163,BearBrook,,10/17/02,-0.02,0.14,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,10/17/02,2.36,12.88,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,10/17/02,1.01,0.8,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT168,BearBrook,,10/17/02,0.29,-0.45,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT172,BearBrook,,10/17/02,1.1,8.33,,,,,,,,,,,,,0.00E+00,,,,,,,,
42,HB_2,Hubbard Brook,,LT172,BearBrook,,10/17/02,0.96,1.45,,,,,,,,,,,,,0.00E+00,,,,,,,,
